employee_id,department,department_position,employment_type,job_type,job_location,years_at_company,yearly_salary,termination_status
E03069,Finance,Director,Part Time,Remote,Dallas,16,145940,Active
E01398,Hr,Director,Part Time,Hybrid,Dallas,17,158997,Active
E00344,Finance,Director,Full Time,In Person,Dallas,7,153499,Active
E03394,Hr,Director,Part Time,Remote,Dallas,9,142245,Active
E02798,It,Director,Part Time,Remote,Dallas,17,143098,Inactive
E02257,Finance,Director,Full Time,Remote,Dallas,15,151352,Active
E03754,It,Director,Part Time,Remote,Dallas,10,157452,Active
E01102,Hr,Director,Full Time,Remote,Dallas,13,153939,Active
E02120,Marketing,Director,Part Time,Hybrid,Dallas,18,156580,Active
E02545,It,Director,Full Time,Hybrid,Dallas,3,148043,Inactive
E03273,Sales,Director,Part Time,Remote,Dallas,15,142821,Inactive
E03756,Marketing,Director,Full Time,In Person,Dallas,4,144098,Active
E00869,Engineering,Director,Full Time,In Person,Dallas,5,146572,Active
E03415,Marketing,Director,Part Time,In Person,Dallas,5,149002,Active
E03662,Finance,Director,Full Time,Remote,Dallas,10,149467,Inactive
E03658,Finance,Director,Full Time,In Person,Dallas,10,153517,Active
E02210,Hr,Director,Part Time,In Person,Dallas,9,158924,Active
E03447,Hr,Director,Full Time,Remote,Dallas,10,143356,Active
E02887,Engineering,Director,Part Time,Hybrid,Dallas,16,141691,Inactive
E01789,It,Director,Part Time,Remote,Dallas,5,153160,Active
E03255,Hr,Director,Full Time,In Person,Dallas,7,149663,Active
E01510,Engineering,Director,Part Time,Remote,Dallas,19,147973,Inactive
E00035,Marketing,Director,Part Time,In Person,Dallas,3,142671,Active
E01637,Sales,Director,Part Time,Remote,Dallas,19,141044,Active
E01252,It,Director,Full Time,Hybrid,Dallas,1,159754,Active
E01885,Finance,Director,Full Time,Hybrid,Dallas,9,155813,Active
E00441,It,Director,Part Time,In Person,Dallas,16,148898,Active
E03630,Sales,Director,Part Time,In Person,Dallas,16,156539,Active
E03490,Sales,Director,Part Time,Remote,Dallas,18,148049,Active
E01535,Hr,Director,Part Time,Hybrid,Dallas,19,147480,Active
E03327,Hr,Director,Full Time,In Person,Dallas,13,149876,Active
E01519,Sales,Director,Full Time,In Person,Dallas,2,158008,Inactive
E02876,Engineering,Director,Full Time,Hybrid,Dallas,7,149700,Active
E00672,Engineering,Director,Full Time,Hybrid,Dallas,5,155272,Active
E00840,Finance,Director,Full Time,Remote,Dallas,9,140808,Active
E01432,Marketing,Director,Full Time,Remote,Dallas,20,157926,Active
E02178,Sales,Director,Full Time,In Person,Dallas,13,142177,Active
E01915,Hr,Director,Part Time,Hybrid,Dallas,4,149546,Active
E03244,It,Director,Full Time,In Person,Dallas,5,155660,Active
E03449,Hr,Director,Part Time,In Person,Dallas,13,143973,Active
E03941,Hr,Director,Part Time,In Person,Dallas,7,151827,Inactive
E00967,Sales,Director,Part Time,In Person,Dallas,20,156632,Active
E02874,Engineering,Director,Part Time,Hybrid,Dallas,11,143566,Active
E00828,Sales,Director,Part Time,Hybrid,Dallas,18,154190,Active
E00720,Hr,Director,Full Time,In Person,Dallas,7,143614,Active
E03603,Marketing,Director,Part Time,Remote,Dallas,2,154776,Active
E01936,Marketing,Director,Full Time,Hybrid,Dallas,11,143097,Active
E01367,Finance,Manager,Full Time,Remote,Dallas,10,134891,Active
E02181,It,Manager,Part Time,Hybrid,Dallas,12,131693,Active
E02192,It,Manager,Part Time,Hybrid,Dallas,19,131226,Active
E02251,Engineering,Manager,Part Time,Hybrid,Dallas,9,125183,Active
E02219,Engineering,Manager,Part Time,Hybrid,Dallas,7,132772,Active
E02236,Engineering,Manager,Part Time,In Person,Dallas,15,129571,Inactive
E00065,Sales,Manager,Part Time,Remote,Dallas,18,136988,Active
E03950,Sales,Manager,Full Time,In Person,Dallas,16,139233,Active
E00117,Hr,Manager,Full Time,Hybrid,Dallas,18,123754,Active
E03901,Engineering,Manager,Part Time,In Person,Dallas,20,127927,Active
E03893,Engineering,Manager,Full Time,Remote,Dallas,6,134812,Active
E00212,It,Manager,Full Time,In Person,Dallas,19,131267,Active
E00234,Sales,Manager,Full Time,Hybrid,Dallas,15,121339,Active
E03788,It,Manager,Full Time,Hybrid,Dallas,13,136041,Active
E03785,Sales,Manager,Full Time,In Person,Dallas,19,130697,Active
E00299,Sales,Manager,Full Time,In Person,Dallas,5,131843,Inactive
E00305,Marketing,Manager,Full Time,In Person,Dallas,20,137288,Inactive
E00327,Hr,Manager,Part Time,Remote,Dallas,16,127945,Active
E03746,Marketing,Manager,Full Time,In Person,Dallas,18,128217,Active
E00351,Hr,Manager,Full Time,Hybrid,Dallas,13,125759,Active
E00362,Hr,Manager,Full Time,Remote,Dallas,1,134453,Active
E03715,Sales,Manager,Part Time,In Person,Dallas,5,137186,Active
E03708,Sales,Manager,Full Time,In Person,Dallas,2,121299,Active
E00413,It,Manager,Part Time,Remote,Dallas,13,122395,Active
E03651,Finance,Manager,Full Time,In Person,Dallas,6,121844,Active
E00451,Sales,Manager,Part Time,In Person,Dallas,17,123389,Inactive
E03542,Hr,Manager,Full Time,Remote,Dallas,2,128614,Inactive
E00538,It,Manager,Part Time,Remote,Dallas,11,127420,Active
E00577,Finance,Manager,Full Time,In Person,Dallas,13,126401,Active
E03513,Sales,Manager,Part Time,In Person,Dallas,2,135366,Inactive
E00614,Marketing,Manager,Full Time,Hybrid,Dallas,8,136785,Active
E00659,Marketing,Manager,Part Time,Hybrid,Dallas,4,126551,Active
E03443,It,Manager,Full Time,Remote,Dallas,19,133334,Active
E03435,Finance,Manager,Full Time,In Person,Dallas,2,123339,Active
E00692,It,Manager,Full Time,Hybrid,Dallas,17,124770,Active
E00697,Marketing,Manager,Full Time,In Person,Dallas,19,122474,Inactive
E00703,Sales,Manager,Part Time,Remote,Dallas,4,137794,Inactive
E03410,Marketing,Manager,Full Time,Remote,Dallas,14,123244,Active
E00727,Hr,Manager,Part Time,Hybrid,Dallas,3,132626,Inactive
E00733,Marketing,Manager,Part Time,Remote,Dallas,1,120716,Inactive
E00750,Engineering,Manager,Part Time,Remote,Dallas,9,133313,Active
E03354,Marketing,Manager,Part Time,In Person,Dallas,20,125085,Active
E00798,Sales,Manager,Full Time,Hybrid,Dallas,5,139350,Active
E00810,Marketing,Manager,Full Time,Hybrid,Dallas,9,138403,Active
E00822,Finance,Manager,Full Time,Hybrid,Dallas,1,132903,Inactive
E00848,Hr,Manager,Full Time,In Person,Dallas,4,134171,Active
E00856,It,Manager,Full Time,Hybrid,Dallas,10,130345,Active
E00880,Hr,Manager,Part Time,In Person,Dallas,11,120550,Active
E00887,Hr,Manager,Full Time,In Person,Dallas,16,129137,Active
E00898,Sales,Manager,Full Time,Remote,Dallas,13,138614,Inactive
E03288,Marketing,Manager,Full Time,Hybrid,Dallas,4,134660,Active
E00921,Marketing,Manager,Part Time,Remote,Dallas,13,130619,Active
E00954,Hr,Manager,Part Time,In Person,Dallas,14,126799,Active
E03243,Engineering,Manager,Full Time,In Person,Dallas,18,126027,Inactive
E03227,Finance,Manager,Part Time,Hybrid,Dallas,8,137022,Active
E03217,Sales,Manager,Full Time,In Person,Dallas,17,126688,Inactive
E03194,Engineering,Manager,Full Time,Hybrid,Dallas,8,130868,Active
E01101,Hr,Manager,Part Time,Hybrid,Dallas,17,133971,Active
E03140,Sales,Manager,Full Time,Hybrid,Dallas,20,138800,Active
E01162,It,Manager,Part Time,Remote,Dallas,6,133885,Active
E01234,Sales,Manager,Part Time,Remote,Dallas,11,120652,Active
E01255,Hr,Manager,Full Time,Hybrid,Dallas,11,125292,Active
E02992,Sales,Manager,Full Time,Hybrid,Dallas,16,138271,Active
E02991,Sales,Manager,Part Time,Hybrid,Dallas,8,129395,Active
E02978,Marketing,Manager,Part Time,Hybrid,Dallas,4,132927,Active
E01318,Engineering,Manager,Full Time,In Person,Dallas,8,139830,Inactive
E02960,Engineering,Manager,Part Time,In Person,Dallas,8,130591,Active
E02950,It,Manager,Full Time,Hybrid,Dallas,16,120377,Inactive
E02920,Sales,Manager,Part Time,In Person,Dallas,11,121804,Active
E02898,Marketing,Manager,Part Time,In Person,Dallas,8,134419,Active
E02897,Engineering,Manager,Part Time,Remote,Dallas,14,128052,Inactive
E02888,Marketing,Manager,Full Time,In Person,Dallas,4,128519,Active
E02872,It,Manager,Full Time,Hybrid,Dallas,5,122153,Active
E01444,It,Manager,Full Time,In Person,Dallas,17,126493,Active
E01450,It,Manager,Full Time,Remote,Dallas,15,121188,Active
E02834,Marketing,Manager,Full Time,In Person,Dallas,17,124778,Active
E02822,Marketing,Manager,Full Time,In Person,Dallas,9,134392,Active
E02821,It,Manager,Part Time,Remote,Dallas,13,129757,Active
E02813,Hr,Manager,Full Time,In Person,Dallas,4,131573,Inactive
E02808,Marketing,Manager,Part Time,Hybrid,Dallas,4,123614,Active
E02800,Hr,Manager,Full Time,Remote,Dallas,6,131014,Active
E01524,Finance,Manager,Part Time,Hybrid,Dallas,7,126521,Active
E01533,Hr,Manager,Full Time,In Person,Dallas,12,133185,Inactive
E01542,Finance,Manager,Full Time,Remote,Dallas,14,139804,Inactive
E01576,Marketing,Manager,Part Time,Remote,Dallas,8,126614,Active
E02697,Marketing,Manager,Part Time,Hybrid,Dallas,9,139849,Active
E02695,It,Manager,Full Time,In Person,Dallas,8,129604,Active
E01639,It,Manager,Full Time,Hybrid,Dallas,19,138175,Active
E01641,Hr,Manager,Full Time,Hybrid,Dallas,16,138903,Active
E02674,Finance,Manager,Part Time,In Person,Dallas,6,126112,Active
E02656,Hr,Manager,Part Time,In Person,Dallas,7,125561,Inactive
E01688,Engineering,Manager,Part Time,In Person,Dallas,13,120272,Active
E01706,It,Manager,Full Time,In Person,Dallas,5,136262,Active
E01749,Sales,Manager,Full Time,Hybrid,Dallas,18,125650,Active
E02577,Finance,Manager,Full Time,Remote,Dallas,18,133238,Active
E01759,Sales,Manager,Full Time,Remote,Dallas,10,129300,Active
E02550,Engineering,Manager,Full Time,In Person,Dallas,4,126744,Active
E01818,Engineering,Manager,Full Time,Remote,Dallas,11,133484,Active
E02515,Finance,Manager,Full Time,In Person,Dallas,12,138165,Active
E01858,Hr,Manager,Full Time,In Person,Dallas,18,124627,Active
E02489,Hr,Manager,Part Time,Hybrid,Dallas,15,123469,Inactive
E02478,Finance,Manager,Full Time,Hybrid,Dallas,6,139265,Active
E01914,It,Manager,Part Time,Remote,Dallas,8,138101,Active
E01925,Sales,Manager,Part Time,In Person,Dallas,7,136195,Active
E01943,Finance,Manager,Full Time,Remote,Dallas,7,134831,Active
E02404,Finance,Manager,Part Time,Hybrid,Dallas,8,128526,Active
E02399,Engineering,Manager,Part Time,Hybrid,Dallas,11,131694,Active
E02010,Marketing,Manager,Full Time,Remote,Dallas,8,138767,Inactive
E02039,Sales,Manager,Full Time,Hybrid,Dallas,8,138132,Inactive
E02041,Marketing,Manager,Full Time,Hybrid,Dallas,15,120918,Inactive
E02047,Hr,Manager,Full Time,Hybrid,Dallas,17,121807,Inactive
E02067,It,Manager,Part Time,Remote,Dallas,8,129327,Active
E02077,Marketing,Manager,Full Time,Remote,Dallas,5,128761,Active
E02106,Finance,Manager,Full Time,Hybrid,Dallas,5,132647,Active
E02121,It,Manager,Part Time,In Person,Dallas,17,138691,Active
E02303,Marketing,Manager,Part Time,Remote,Dallas,14,123468,Active
E02293,Engineering,Manager,Full Time,Hybrid,Dallas,18,135223,Active
E02171,Hr,Manager,Full Time,In Person,Dallas,16,136290,Active
E01715,It,Specialist,Part Time,Hybrid,Dallas,10,117734,Active
E02867,Engineering,Specialist,Part Time,Remote,Dallas,1,109074,Inactive
E02769,Marketing,Specialist,Part Time,In Person,Dallas,7,103894,Active
E03407,Marketing,Specialist,Part Time,In Person,Dallas,17,109356,Inactive
E03337,Marketing,Specialist,Part Time,Hybrid,Dallas,20,115940,Inactive
E01538,Finance,Specialist,Part Time,In Person,Dallas,3,104217,Inactive
E02795,Hr,Specialist,Full Time,Remote,Dallas,2,113733,Inactive
E00809,Finance,Specialist,Part Time,Remote,Dallas,7,103287,Inactive
E00755,Finance,Specialist,Part Time,In Person,Dallas,13,103892,Active
E01506,Hr,Specialist,Full Time,Remote,Dallas,10,100259,Active
E03953,Finance,Specialist,Full Time,Remote,Dallas,19,112159,Active
E02819,Finance,Specialist,Full Time,Remote,Dallas,20,118826,Active
E00068,Engineering,Specialist,Full Time,Hybrid,Dallas,14,102602,Inactive
E01111,Finance,Specialist,Part Time,Remote,Dallas,16,111127,Active
E02108,Engineering,Specialist,Part Time,In Person,Dallas,11,104087,Active
E02327,Marketing,Specialist,Part Time,In Person,Dallas,17,103309,Inactive
E01103,Hr,Specialist,Part Time,Remote,Dallas,16,100282,Active
E00078,Hr,Specialist,Part Time,Remote,Dallas,2,104339,Active
E00085,It,Specialist,Full Time,Remote,Dallas,14,102819,Active
E03191,Engineering,Specialist,Full Time,Remote,Dallas,16,103991,Active
E03932,Marketing,Specialist,Part Time,Remote,Dallas,4,107905,Active
E02088,Marketing,Specialist,Part Time,Remote,Dallas,20,108067,Inactive
E01261,It,Specialist,Part Time,Hybrid,Dallas,10,119586,Active
E03051,Sales,Specialist,Full Time,In Person,Dallas,3,115778,Active
E00004,It,Specialist,Part Time,In Person,Dallas,7,102876,Active
E02069,It,Specialist,Full Time,Remote,Dallas,5,100911,Inactive
E00136,It,Specialist,Part Time,Hybrid,Dallas,16,112200,Inactive
E03999,It,Specialist,Part Time,Hybrid,Dallas,6,119995,Active
E03192,Engineering,Specialist,Part Time,Hybrid,Dallas,6,116897,Active
E00156,Hr,Specialist,Full Time,Remote,Dallas,2,119765,Active
E00169,Engineering,Specialist,Full Time,Hybrid,Dallas,4,103819,Active
E02038,Engineering,Specialist,Part Time,In Person,Dallas,4,103170,Active
E02371,Engineering,Specialist,Part Time,In Person,Dallas,9,100053,Active
E03880,Sales,Specialist,Part Time,In Person,Dallas,13,103679,Active
E03875,Marketing,Specialist,Full Time,In Person,Dallas,19,119453,Active
E02020,Sales,Specialist,Part Time,Remote,Dallas,2,114379,Active
E02011,Marketing,Specialist,Full Time,Remote,Dallas,19,118831,Active
E02188,Hr,Specialist,Part Time,In Person,Dallas,8,103110,Active
E02987,Hr,Specialist,Full Time,Hybrid,Dallas,11,112310,Inactive
E02392,Marketing,Specialist,Full Time,Hybrid,Dallas,11,119061,Active
E01296,Hr,Specialist,Part Time,Hybrid,Dallas,6,103110,Active
E02191,Finance,Specialist,Part Time,In Person,Dallas,14,108801,Inactive
E02407,Sales,Specialist,Full Time,Remote,Dallas,13,114744,Active
E01300,Engineering,Specialist,Part Time,Remote,Dallas,7,114202,Active
E02427,It,Specialist,Full Time,Hybrid,Dallas,10,119553,Inactive
E01113,Finance,Specialist,Part Time,In Person,Dallas,14,103238,Active
E01957,Marketing,Specialist,Part Time,Hybrid,Dallas,5,119510,Active
E01082,Hr,Specialist,Part Time,Hybrid,Dallas,18,116973,Active
E01309,Marketing,Specialist,Full Time,Remote,Dallas,2,113573,Active
E00267,It,Specialist,Full Time,Remote,Dallas,7,100308,Inactive
E03214,Marketing,Specialist,Full Time,Remote,Dallas,16,113177,Active
E00272,It,Specialist,Full Time,Hybrid,Dallas,1,111191,Active
E01132,Marketing,Specialist,Full Time,Remote,Dallas,7,117734,Active
E02449,Hr,Specialist,Full Time,In Person,Dallas,16,106854,Active
E00981,Finance,Specialist,Part Time,Hybrid,Dallas,18,117875,Inactive
E01910,Hr,Specialist,Full Time,In Person,Dallas,20,117922,Active
E02468,Marketing,Specialist,Full Time,Remote,Dallas,11,107557,Active
E01181,It,Specialist,Full Time,In Person,Dallas,7,100230,Inactive
E00316,Sales,Specialist,Part Time,In Person,Dallas,9,107555,Inactive
E01179,Marketing,Specialist,Part Time,In Person,Dallas,6,108695,Active
E00055,Engineering,Specialist,Full Time,In Person,Dallas,3,107924,Active
E03954,Marketing,Specialist,Part Time,Remote,Dallas,16,113499,Active
E01882,Marketing,Specialist,Full Time,In Person,Dallas,9,101981,Inactive
E03750,Marketing,Specialist,Full Time,In Person,Dallas,7,106336,Inactive
E03737,Sales,Specialist,Full Time,Hybrid,Dallas,4,107445,Active
E00368,Marketing,Specialist,Part Time,In Person,Dallas,10,116943,Active
E00928,Sales,Specialist,Part Time,Hybrid,Dallas,9,109369,Active
E02924,Marketing,Specialist,Part Time,In Person,Dallas,16,116785,Active
E02239,Marketing,Specialist,Part Time,Remote,Dallas,13,101573,Inactive
E02540,Hr,Specialist,Full Time,Remote,Dallas,2,106379,Active
E00401,Finance,Specialist,Part Time,In Person,Dallas,7,114823,Inactive
E03655,Marketing,Specialist,Part Time,Remote,Dallas,15,100200,Active
E01362,Sales,Specialist,Part Time,Hybrid,Dallas,7,119096,Active
E02552,Hr,Specialist,Part Time,In Person,Dallas,9,108284,Active
E02562,Finance,Specialist,Part Time,In Person,Dallas,9,115917,Active
E02565,Finance,Specialist,Full Time,Hybrid,Dallas,6,105413,Active
E00459,Hr,Specialist,Part Time,Remote,Dallas,9,116922,Active
E01762,Hr,Specialist,Part Time,In Person,Dallas,17,106242,Active
E00907,Finance,Specialist,Part Time,Remote,Dallas,17,113414,Active
E01756,It,Specialist,Full Time,Hybrid,Dallas,14,117520,Active
E01067,Finance,Specialist,Part Time,In Person,Dallas,2,109392,Active
E02586,It,Specialist,Part Time,Hybrid,Dallas,9,105557,Active
E01730,Hr,Specialist,Full Time,Hybrid,Dallas,16,104268,Active
E03118,Marketing,Specialist,Full Time,In Person,Dallas,13,102634,Inactive
E01382,Marketing,Specialist,Full Time,Hybrid,Dallas,12,113137,Active
E02600,Sales,Specialist,Full Time,In Person,Dallas,15,117681,Active
E03582,Sales,Specialist,Part Time,Hybrid,Dallas,4,118188,Active
E02135,Sales,Specialist,Full Time,Hybrid,Dallas,10,110418,Active
E02619,Finance,Specialist,Part Time,In Person,Dallas,8,100096,Active
E01707,Engineering,Specialist,Part Time,Remote,Dallas,8,109280,Active
E03547,Finance,Specialist,Part Time,In Person,Dallas,2,109632,Active
E01401,Marketing,Specialist,Part Time,Remote,Dallas,12,106958,Active
E03309,Sales,Specialist,Part Time,Remote,Dallas,6,110160,Active
E01690,Finance,Specialist,Full Time,In Person,Dallas,5,105144,Active
E00561,It,Specialist,Full Time,In Person,Dallas,19,103350,Active
E01060,Hr,Specialist,Full Time,Hybrid,Dallas,17,111794,Active
E02673,Hr,Specialist,Full Time,Remote,Dallas,19,102519,Active
E03506,Finance,Specialist,Full Time,Hybrid,Dallas,1,113370,Active
E02881,Finance,Specialist,Full Time,In Person,Dallas,14,105596,Active
E03037,Hr,Specialist,Part Time,Hybrid,Dallas,19,119165,Active
E01604,Marketing,Specialist,Part Time,Remote,Dallas,5,106275,Inactive
E03448,Finance,Specialist,Full Time,In Person,Dallas,12,110548,Inactive
E03432,Sales,Specialist,Full Time,In Person,Dallas,13,105431,Inactive
E01581,Sales,Specialist,Full Time,Hybrid,Dallas,9,113285,Active
E01578,Finance,Specialist,Full Time,Hybrid,Dallas,7,100733,Active
E02134,It,Specialist,Part Time,In Person,Dallas,3,104667,Active
E03181,It,Specialist,Part Time,In Person,Dallas,9,107398,Active
E03116,Sales,Specialist,Full Time,Hybrid,Dallas,14,112104,Active
E00711,It,Specialist,Full Time,Hybrid,Dallas,13,118481,Inactive
E02762,Marketing,Specialist,Part Time,Remote,Dallas,10,108132,Active
E00728,Finance,Specialist,Part Time,In Person,Dallas,9,114519,Active
E02856,Marketing,Manager,Full Time,In Person,Dallas,19,156932,Active
E03774,Sales,Manager,Full Time,In Person,Dallas,18,106419,Active
E01620,It,Manager,Full Time,Hybrid,Dallas,16,96273,Active
E00946,It,Manager,Full Time,Hybrid,Dallas,17,73846,Active
E02255,It,Manager,Part Time,In Person,Dallas,5,93978,Inactive
E03318,Hr,Manager,Full Time,In Person,Dallas,12,120201,Active
E03231,Marketing,Manager,Part Time,In Person,Dallas,20,141485,Active
E01288,Marketing,Manager,Part Time,In Person,Dallas,4,84880,Active
E02349,Sales,Manager,Part Time,In Person,Dallas,6,141191,Active
E00643,Hr,Manager,Part Time,Hybrid,Dallas,12,72777,Active
E03179,Finance,Analyst,Full Time,Hybrid,Los Angeles,12,98493,Inactive
E03301,Sales,Analyst,Full Time,In Person,Los Angeles,12,88583,Active
E02498,Marketing,Analyst,Full Time,In Person,Los Angeles,17,92792,Inactive
E01447,It,Analyst,Part Time,In Person,Los Angeles,7,90408,Active
E03409,Finance,Analyst,Part Time,In Person,Los Angeles,2,90629,Active
E02630,Sales,Analyst,Full Time,Hybrid,Los Angeles,16,99105,Active
E00029,Hr,Analyst,Full Time,In Person,Los Angeles,12,86353,Active
E02773,Sales,Analyst,Part Time,Hybrid,Los Angeles,2,90502,Active
E00947,Marketing,Analyst,Full Time,Hybrid,Los Angeles,18,95169,Active
E00819,Engineering,Analyst,Full Time,Remote,Los Angeles,1,93461,Inactive
E01525,Marketing,Analyst,Part Time,In Person,Los Angeles,12,88174,Active
E02247,Sales,Analyst,Full Time,Hybrid,Los Angeles,11,94215,Active
E00050,Finance,Analyst,Full Time,Remote,Los Angeles,13,94729,Active
E00746,Hr,Analyst,Part Time,In Person,Los Angeles,12,93115,Inactive
E01520,It,Analyst,Part Time,Hybrid,Los Angeles,18,92090,Active
E02847,Finance,Analyst,Full Time,Remote,Los Angeles,19,97914,Active
E01246,It,Analyst,Part Time,Remote,Los Angeles,6,88595,Active
E03724,Hr,Analyst,Part Time,Hybrid,Los Angeles,16,87052,Active
E01173,Hr,Analyst,Part Time,Hybrid,Los Angeles,4,86467,Inactive
E01466,Hr,Analyst,Part Time,Remote,Los Angeles,16,85498,Active
E00766,Marketing,Analyst,Part Time,Hybrid,Los Angeles,20,93150,Active
E02243,Finance,Analyst,Full Time,In Person,Los Angeles,11,94202,Active
E03723,It,Analyst,Full Time,In Person,Los Angeles,18,90458,Inactive
E01701,Finance,Analyst,Full Time,In Person,Los Angeles,20,97530,Active
E03361,It,Analyst,Part Time,Hybrid,Los Angeles,20,97545,Active
E01107,Sales,Analyst,Part Time,Hybrid,Los Angeles,5,86398,Inactive
E00380,Engineering,Analyst,Part Time,Hybrid,Los Angeles,13,93396,Active
E02635,Engineering,Analyst,Full Time,In Person,Los Angeles,20,89662,Inactive
E00923,Marketing,Analyst,Full Time,In Person,Los Angeles,12,93641,Active
E00069,Engineering,Analyst,Full Time,Hybrid,Los Angeles,13,95375,Active
E03709,Finance,Analyst,Part Time,Hybrid,Los Angeles,12,93373,Active
E01442,Engineering,Analyst,Part Time,In Person,Los Angeles,7,91516,Active
E02091,Marketing,Analyst,Full Time,In Person,Los Angeles,14,92509,Inactive
E03188,Hr,Analyst,Full Time,Hybrid,Los Angeles,6,87300,Active
E01686,It,Analyst,Part Time,Hybrid,Los Angeles,17,86961,Active
E00402,It,Analyst,Full Time,Hybrid,Los Angeles,18,88865,Active
E03669,Hr,Analyst,Part Time,Hybrid,Los Angeles,16,98265,Active
E01685,Marketing,Analyst,Part Time,Remote,Los Angeles,16,94101,Inactive
E01681,Hr,Analyst,Part Time,In Person,Los Angeles,19,86535,Inactive
E01263,Finance,Analyst,Full Time,Hybrid,Los Angeles,20,85306,Active
E00863,Finance,Analyst,Full Time,In Person,Los Angeles,13,98850,Active
E03014,It,Analyst,Full Time,In Person,Los Angeles,8,96620,Inactive
E03012,It,Analyst,Full Time,Remote,Los Angeles,13,89803,Inactive
E02345,Finance,Analyst,Full Time,Hybrid,Los Angeles,6,95073,Active
E03928,Finance,Analyst,Part Time,Remote,Los Angeles,1,85010,Inactive
E01593,Marketing,Analyst,Part Time,In Person,Los Angeles,5,89818,Active
E01784,Hr,Analyst,Part Time,Hybrid,Los Angeles,10,91963,Active
E03903,It,Analyst,Full Time,Remote,Los Angeles,12,85336,Active
E01783,It,Analyst,Part Time,Remote,Los Angeles,6,91349,Inactive
E02654,Finance,Analyst,Part Time,Hybrid,Los Angeles,14,92374,Inactive
E00053,Marketing,Analyst,Full Time,Remote,Los Angeles,19,94572,Inactive
E02298,Hr,Analyst,Full Time,Hybrid,Los Angeles,5,99984,Active
E03888,Engineering,Analyst,Full Time,In Person,Los Angeles,20,97028,Active
E00578,Sales,Analyst,Part Time,In Person,Los Angeles,6,93304,Active
E02042,Marketing,Analyst,Part Time,Remote,Los Angeles,18,94311,Active
E02672,Finance,Analyst,Part Time,Remote,Los Angeles,5,99619,Active
E01570,Sales,Analyst,Part Time,Hybrid,Los Angeles,7,90708,Inactive
E00181,Finance,Analyst,Part Time,Hybrid,Los Angeles,6,94870,Active
E02913,Finance,Analyst,Full Time,Remote,Los Angeles,5,88479,Inactive
E00194,It,Analyst,Full Time,Hybrid,Los Angeles,17,88113,Inactive
E02994,Finance,Analyst,Part Time,Hybrid,Los Angeles,2,93389,Active
E03963,Sales,Analyst,Full Time,Remote,Los Angeles,5,87908,Active
E02122,It,Analyst,Full Time,Remote,Los Angeles,10,86389,Active
E03619,It,Analyst,Part Time,In Person,Los Angeles,2,98486,Active
E01440,Marketing,Analyst,Part Time,Hybrid,Los Angeles,4,98319,Active
E02009,Finance,Analyst,Full Time,Hybrid,Los Angeles,3,98758,Active
E03618,Sales,Analyst,Full Time,Hybrid,Los Angeles,13,93154,Inactive
E03861,It,Analyst,Part Time,Remote,Los Angeles,3,95360,Active
E00601,It,Analyst,Part Time,Remote,Los Angeles,18,92407,Active
E01021,Hr,Analyst,Full Time,Hybrid,Los Angeles,11,94968,Active
E00206,Engineering,Analyst,Full Time,In Person,Los Angeles,2,88349,Active
E01739,Finance,Analyst,Part Time,Remote,Los Angeles,16,94611,Active
E03334,Finance,Analyst,Part Time,In Person,Los Angeles,15,99715,Active
E03593,It,Analyst,Full Time,In Person,Los Angeles,16,91961,Active
E03503,Marketing,Analyst,Full Time,Hybrid,Los Angeles,4,95559,Active
E01984,Sales,Analyst,Full Time,In Person,Los Angeles,15,89512,Active
E01579,Finance,Analyst,Part Time,In Person,Los Angeles,18,98944,Active
E02683,It,Analyst,Full Time,In Person,Los Angeles,20,93704,Active
E02214,Sales,Analyst,Part Time,Remote,Los Angeles,2,94889,Inactive
E03824,Finance,Analyst,Full Time,In Person,Los Angeles,9,88064,Active
E03134,Hr,Analyst,Full Time,Hybrid,Los Angeles,11,85391,Active
E00904,Engineering,Analyst,Part Time,Hybrid,Los Angeles,7,89984,Active
E03819,Engineering,Analyst,Part Time,In Person,Los Angeles,14,99373,Active
E00255,Finance,Analyst,Part Time,Remote,Los Angeles,7,90594,Active
E00260,Sales,Analyst,Full Time,Hybrid,Los Angeles,11,87122,Active
E02601,Hr,Analyst,Part Time,Remote,Los Angeles,19,95170,Active
E03583,Finance,Analyst,Full Time,In Person,Los Angeles,16,95870,Active
E03084,It,Analyst,Part Time,In Person,Los Angeles,11,95545,Inactive
E02461,Marketing,Analyst,Part Time,In Person,Los Angeles,20,88636,Active
E00850,It,Analyst,Full Time,In Person,Los Angeles,7,91751,Active
E03798,Engineering,Analyst,Part Time,In Person,Los Angeles,11,97689,Active
E03581,Sales,Analyst,Part Time,In Person,Los Angeles,18,91605,Inactive
E03565,Finance,Analyst,Part Time,In Person,Los Angeles,16,99705,Active
E02312,It,Analyst,Full Time,Hybrid,Los Angeles,6,96905,Active
E02453,Engineering,Analyst,Full Time,Hybrid,Los Angeles,4,98850,Inactive
E01919,Marketing,Analyst,Part Time,Remote,Los Angeles,15,87635,Active
E01073,Hr,Analyst,Full Time,Remote,Los Angeles,20,88643,Active
E00634,Sales,Analyst,Part Time,In Person,Los Angeles,19,91036,Inactive
E03796,Engineering,Analyst,Part Time,Remote,Los Angeles,15,93553,Active
E03794,Engineering,Analyst,Full Time,Remote,Los Angeles,18,90181,Active
E02300,Engineering,Analyst,Full Time,In Person,Los Angeles,8,97006,Active
